fk_contact,avg_days_to_next,prob_recompra_30d
00d455fefc5acba173b05f9ae11a2701c46dee99525d898dd0c4a2630572047f,288.3333333333333,False
00d643cbe645c33f2a16107dee3154df5ba2461da3e87647dc32e0da643d6599,726.0,False
00dc904a3dfccff6c516bd3bac96b09423a2ccc77986d5ee90f252661f573a25,12.0,True
00de017bf99f14d00ad0007a8639647ef58f87b4f079c304a66c5a83860ee144,72.5,False
00df0006de21a10fbe58fb789d31670b7c51bf29a0a1bf6704a17752188874c3,8.5,True
00e0609d69d724c48319a5e65f95e4861d5e76f29d815748ef0eb4553364c6a6,38.0,False
00e256ad0003ae9783ba6db7ac40f2cbd6b8c2cc55a3eedaf7663f9a4035a209,16.0,True
00e6b711a3f1b910cdae4b34f6ef180cccc927419817266ca7d735938a4ec3e3,140.0,False
00e88f4ffd23dab40c7dcd1d298485a1d796445e4741f0b364aabd53ddadef54,15.5,True
00ea43265bf26b549191672fae5f6975544ee011d2465a82f9fea7a09873cc32,0.0,True
00ecb0c81cd14c401b27b126e872569e5db277363b18fc025f46c81ee1bd8ebc,82.5,False
00ecdad43154cefcb8af05918d428114a56ed060197b178075e2c48c7c54fdcc,189.5,False
00f2089e931ed009ca312af8da1e1e16410a665a30de4f614bcc995076c263e4,75.9090909090909,False
00f613d79cab05c23f336e4715dff790ed14354455f6be03fa18ff72db1af480,63.5,False
00fa0e3d532b65104085f41826fc013fd9642ef0d6e914dac772bb9f3ebb32e9,21.0,True
00fc5704393a3f106ae0594539e97befcb49737a90cc2a4dd04fd472e4419ed7,0.0,True
00ffa20f382b8cc913a0cb1e1170528dcf2b628f3eaf4a5b33193b6331b9cace,68.2,False
010068823bb877483d00e281995806a57c2f5b53189e5f680755a6056bf4666b,250.66666666666666,False
010200c4bb4c5829d7ebc9962a29f48f74b5a8ad3974ca2c136ba067dfa9a271,24.0,True
01022b74b6b80f41a0d8853af1273a643452a5a3cf281e73f4b3a544d5195a10,819.0,False
01029c310c58486588a8fc0b8d5f18bd6f662fdffd941d696faa6874964476ce,2383.0,False
0103cf37236553d5b8e4d1724c2d8c257101a7c62cbdb1a8c7078ebeb1aa1e78,6.5,True
0103ec6a9adcb903a863aa18be48001c39bc7a00fe209348073a757f22330a54,23.0,True
01042e440690485b5eceae6f5c9117e976cced6072d762be9cb02232c30a23d1,25.5,True
0108c89f3179fa058b1c459aa86a054de9da6e2ac1784ce1b095ff2135707668,98.0,False
01097e7f81b7eeccae1394eb83da1b545c982985746d4645d9ad4df8a0645760,751.0,False
010a65a1ef3bf10ecf06b11db026a52a5fdf95bc2bbc0bad8e5aa0a8db1eee79,124.0,False
010b7722158e3052ce2d3ff18f8121b483dcff6caa06e34eeda135602c92f64a,105.0,False
011575c2328880ba7c267bec45b2a867f6f891deb4262c40e86cf9124b436c6a,1.0,True
0115ce8b3046a0033401a9296bd131d2a74df68cdf45684d6de7d8fc69bc734c,314.3333333333333,False
01195c39162bd59ea83f7da3431e27aa3e63abca90c592f915304ce526e61c8a,131.4,False
011b01a866e10a3b545b6a71bf660af7af98f9d333f7cc10dd36820ff01df41b,170.33333333333334,False
011f0a43600134b09ed1206d3ea99aba317a0a80164c83275c1a52a910dd5b1f,1437.0,False
0123e15412c2b64c4ca611d6cd27560a75341c517c899a0e5c8f5b9f1d17b548,78.7,False
0126d9880c00d4e85a01c1da28ab239bc19f5a02cfaa2e24edcabbd270d2e64c,18.5,True
012744f15f0d0293c0a84b585f5003787af3953b2cd24096ade015580754b057,202.25,False
012899a176af0c1f5a7f086a73617b189923bf6e2949cc135dc357c36020a27a,133.0,False
012bb2b0453db373b85e6469c6ebb9b90aacbcc85952d37e37f70ece51d32fd0,7.0,True
012ca127e47f6aab4dc706ed4607bc2cbbb9f7b9b38241ab3b69699cea04fe7a,442.0,False
012ea7b069acb799816a2570f2c585d854ead82ddab9741e986c8b73d32f5420,44.588235294117645,False
012f1da87ece8dea86c78d09b866cf5758e560038982cac92b8411793fd743a8,0.0,True
0133a0ed6c4affb4a0b00be6d7f3c81bdab8ca450c6f31f78b81949d0cf46b4b,157.0,False
013836af4745ef9019f4845c86471c59e151b62fbc4068006609374eb41c06ee,544.6666666666666,False
013d4fc1ef6858c5b8c1706ecb63bfd17660ed62e10719eaa8bab80181168c15,11.0,True
013dc60400697e14ccf79cb4a54a0f40a26e60dc0699c6a1cdb4a4627e02e53d,56.0,False
013ec7a272416cb04f51bc8bf6a59b3d0b84e33f7b98c8658377be7ed1ea2e47,524.0,False
013f691e37204a861e2a22ba47496fa0a20867213c65ef8d8a4a13e6c4ea778b,167.0,False
01423b1c8e169db0c6b43ecef88054ccb058047203fa4f4ee1f75a63dda23136,97.0,False
014623513a63c69539123a92ea2692a90efcb7dc23954b3da8ebcd18f644bfa6,725.0,False
01496452a54a6dd3728e0ae915a50dac08418841d1909d5a4e388c4038c3739b,218.6,False
014ab4e52619bca73de0a7bcd1eb6ec165b49ac79a77e96b2d61676fe6cdcb36,295.0,False
014ebb72632a6191c9d39f3f9053d11ca03e7f0a452b80a873ee27015231b928,15.0,True
0152c8debf14266c07b33f99b7855ef0c140b3cfb396d426801049102d7f1705,191.0,False
01540fc9d93a5681f93fd019e7ee7f99f6c6b8ff4a0e69c6c2671e1d29808773,644.0,False
0155e325edec106c530b3c8c4038c09f5ab9f71f9ce6341f238cd979b35e128a,410.0,False
01572aa3539801c7255f2c494d50b3c088ce90a4260164c4f0f49a177068bcf0,132.5,False
01574b1de1859c2fb64447683692dafd3ff421b1f32c5f220c961168dadef66a,48.0,False
0157f1494d45c82e72a1e9e5c2f5e7840c4497c6cf3a0659bd386c844b3ca10b,236.0,False
015a3fcaef732c07ec3d12adfe2288757fce6a19562977f6512b3092cb6e8d9c,308.0,False
015bf147cffd9f59b159c94fe12a091b38920596368c62ad7c87d030dffdbbd7,1406.0,False
015c8acbf24c8319bb4a88e9b2d0465ef15aec39a81f2d5d30ae2e719912321d,209.0,False
015d60b697766328870e5b57242b64c60a487efd8e6be70d29ec5ebbae908311,23.0,True
015dc6beb828d3db8dc55e562a968f4f3853ca812320e5e31563655fefd92ecb,37.333333333333336,False
015dcb031de12f60b108bcb3f2721ac594db1fa086771d75554e30e56439b2b2,3.0,True
015dd0c7426aecbb90e2be2145f3835843b27936a15ab83cb4268d8065843c06,560.0,False
0162f5c68bba549c26631f2da8f437bdea42a0cb0a710d1cdbc3bc148f3b8364,232.0,False
0163f74cc409547217298d01de69bc04a8d0ca815e496ad4a8ca9a88544b0d14,674.0,False
0164913138d12790f962f5bbcc6890ff2c426cb1982f7a956f8f96978f0ec4cf,86.42857142857143,False
01675dfdc875965da6c81926ca4f672db36d687044fc511cad091ba20ccde718,3.0,True
016d34a8422e555fec9c7f6bb32177d7a2798ceb649d6006ab8d56a18ee0e1b0,26.0,True
016d8472f166f4f050612ac5c7d2e3a386dde0fb7fdadaaa4236d6977e4ed388,2.0,True
016e6a9b4e08db11d1804139b09c4b51fbbb7c6c17356061d990c95ade1460b2,65.0,False
016f8901bad0af8d5ddfdb64c62dd22b061ce4961150cc2f7002188a1b877d44,38.0,False
0172570c40b1f2211c7bd3b36ef94bcb8b0c2aeae8aaa518935f54d6974e3998,2.5,True
01740444ab1f47f7b492d9207a5bdc43ccc0c735b8e2ad8a5a54fcb5ad00605d,1528.0,False
0174128e230dd1cb197412c4af2225c3ea0529287c26a3ce1bf1fe5b07a7dd64,97.0,False
0177053117b9d45d2350440145165495f65d783114f1dd78b0ac177a57bd5f10,1385.0,False
01780c7a7dc2d9255791ae2f3b14153f9db7cc8d79819bea3fd452f45b937538,39.5,False
0178d748a849b47eabb79c901b767a4b69240901836b0682f627f409428d92ac,234.0,False
0178fb12a7a8d4a163e3a79cdf7386076e744e6a57728a46a9262038db4f1b49,0.0,True
017b3e8bcd113f4456d2e768f81ba707f2a58fa1da05b633337972a11a820d68,139.75,False
017b74d1c5ff78d6178b9db3a646f22ee06a21f78ea1fadfbfe3754a3799dd63,2.0,True
017c46451270ac2f1283a6b8efdbbad03bbfcb589469aaacd8b0f245a273f5ba,226.0,False
017e91bc7213a0bd69cb61598e2c5d1669a70093a88d21e03a8885002f053e95,168.66666666666666,False
017eba2b3d932a26203d4bf3f2046417f8fc098a486820bb8b7afdca673d9432,208.28571428571428,False
017f63ae9089e5f05e92a230b48932e7b61c0db7d95731aa319b4a546928ca32,3.0,True
0180100074ad0bdc193032067f24758ca9f97dc7a9efeda38a48fe43814dffe6,192.33333333333334,False
01808637ac54e216017fe23acb791dcad21fe2318dfe893617562fcaf5dccebb,144.0,False
0180ba8e643b9d87ee640c25527bdd9b47ac6e78d9885b28e52bb0aa20a75937,141.0,False
0183ba755ab02b625ab949bbb2163f1ac726ef8d393a6aa7f2fa905ee58d2d77,3.0,True
0189af25fb08bc564a9a780ab2e7856d90d914363d03a66470491233a563906d,234.5,False
018ac98ff9e925433ec629e4509e99c9bdab0919db3c50a75a10cef64755dea3,175.0,False
018b2fd8fbe57efa3085a6f60c93a30a975864292dcf811c01d222beb2d5c45f,22.0,True
018ec196c2960f651b12aef734fc249700f2c546d7346428c17ed02c56b73669,490.0,False
019280ac53e92740a411cc200a409caba0418aff24a3da461c48c7b50e43f3fe,115.0,False
0194cee89c729948d3f6c0ce0f1be19112971a4c62978a23dca4a83401e7bc9a,763.0,False
0196a6b171068649e58ac983bc63a1efaf3cd2c2e697086b7c12d87aa9f85c25,56.75,False
019fe8c7091ce75890f1afd2e1ae4d8154ae4afa46b5d81a6da3cb02f2ecc42f,455.0,False
01a08be125de97a9c88c2f6d9365224c406940348a1bd11e8872a74d223dc415,167.8,False
01a09f25f905562ba2067d4ea2b8197602531488ce34281ae3dd01cc9a981b46,273.6666666666667,False
01a0beeaf6d69f3026bea592810f8e413965bf0b965e881dd932627168f0fb42,106.8,False
01a15c262a5369aba2c725d8f464367b4f89d9bac530d0a822206ca2e1bfc57c,98.0,False
01a3d12441a7ffe3049548b27b5485e02d3c4a8e3555853e06496f54f4b88369,2.0,True
01a57b7b8b55bbf7e81e12334f86247b8a80101d5a36a449c89a4cae5e3bf593,2.0,True
01a6e04d07d5d0b7aab9eaa8f95c96590720e5896a1b20cf50ef22dc28fb6cee,37.0,False
01a95ed359830a4fe8355709b0e6e0281f858e47f7915c37f48143d2d361930d,22.0,True
01aaeaf61ba1340ef48626ca8b06c13a9deda1ec67b5af2c2e040b045391a345,2.0,True
01ab2dd2233e8ca8edc0e67c6b726063ebc33db7f7c1785447389f489f63606a,18.0,True
01ab9f2ef2d9082c309d7f849852105129611df468df37245cd201acf6428205,69.0,False
01adbebd68a75a3034b95a707b2356450e95b6d8399d7a4d9013ee5de6b2edd0,86.0,False
01ae76475157f9da74a9df278fd4397fee4e9a26c92d1e897d645308260076da,3.0,True
01aeb3f48e33d402e8e8be1389e7b6b162b97247c72e0a63b62d5fd73aa49cfe,582.0,False
01b3d65c19f39d7968dd3364aa7b617d1e7ed3d484ca0f8b34afcd1e215d52ce,565.0,False
01b6cd8b1d1854f19d20810f72502fed0b1db6b92585f78159543ecbe0930256,491.0,False
01b75655a52067ad2e6dbe1d07a66cca81f0566c60d7d0aa2ed377a8fc94f328,246.0,False
01b81039d99f34e5223b55ad1ab7b47822fa49b33e92717d19fd7283284519f2,58.166666666666664,False
01b891fef57a121203e3cf64e2ed8f6a396090ca0aaec1c3cb33872ae5464e7b,33.0,False
01b8e61ad110862647eae2657f785feddaed5e0bd3a934b39361aa9915867474,461.0,False
01ba19244301f532b759b24ff19330493155284e6c42d5a80b19cc49bc6fe33e,76.85714285714286,False
01bc476ad8c68cd6b9fcd333066d105f1efc73b1d8a7e69675dd54b683d9aa21,348.0,False
01c165d922069612c02027646b384aa3bef030bcae9a29e49d03fd5be4df8a0e,30.0,True
01c432887b6074d3748cf8d46f3e1c0957c21aa9945040cfd03c9149d50f5838,254.0,False
01c493ec3976aba2654093d1f22330204a9e7ed61740ba0fb3cacb88bb7fb060,277.0,False
01c5ce73cbdedc37962a6f5dd066ae1ed0f41ea1284bf076bb9535156256dd2d,151.0,False
01c658a1595fc46a3adb9d1b02138ecd6027387d6697146b729c3d96180e5a6f,7.0,True
01c8e2b29d6abfa27f4165acd118d3462782afce0be66f1b8d86c7fdb1b70f5a,352.0,False
01ca7277c21f5655ac4ebbf3f945cc7c2c6ce8a5d6b145a601f9e2a51a2807d1,27.0,True
01ced46d6f624d2ba5101064d9c2e5df169af06bebdf754800ae67624dd62a8e,1074.0,False
01d093e6c60a19e734339c5ae85cdd740187eea320d8aa1ab77644ec04f11918,13.0,True
01d1bb5a9cd8de523032dd2daa0233e7bb0cf1ea0e308532ba6392ef0edfc121,4.0,True
01d4acb2b9a9d573b293bfd8871ba02de6dfeec1c61feb345dc758091f2a0f10,51.0,False
01d5046b59bed968b7481ea4a19294e6af0cf0a67c4c5eb7e3e80b7dbff1619f,90.0,False
01d5f7b46ebf6b078d1b9f56910f61ed5c8a59e4525922a507e24efd4ba19d14,1537.0,False
01da8d39f9cb445214c31ff551882cd7b56fa7c4958e9ccef51b3e8b1c956f00,369.0,False
01dc08ff801dcd588c5a7c24009b1edc0404a05859322dd32c8d8cdb09e3199d,2.0,True
01df0f5954324cc2625914def8b35a7712a6978fe79d9e7a0687056a9c8be5af,26.0,True
01df871203c2d5c0a0a6a7ca29edbfb205f9cd2f67b5e20a5c917d49f1004d29,10.0,True
01e147769a531c633b6572ee9c9c4887953818253dd7b324227bcefb2b784794,198.0,False
01e2fe1e0bc01b26de70356123ba506b3110edabc4d25614a59991d9403d6cb2,786.0,False
01e3db30b3cd2ae3235aa96c5ab6993218a6b4b23957d29e20d5ae1b706df0cc,513.0,False
01e5e600fe9bc367b4d7741806d74dbd7600ab715257fbbcbd3e8651cdfefdd8,938.0,False
01e6ffb7e2847854e64daacfaaf41b97e72f063b77e45097e980209dda985d3d,330.0,False
01e78ce99c547ea7bcfdda1e6e836882c3c1d0cd223e8beba808d32265cb5d12,7.5,True
01e87e020b1c6e5ec8357e8c36f3d0693b9e08acdf7107bcfd3c534e2a81ad23,352.3333333333333,False
01eb1c70bf5a18526f6e685ac18e095bf08ad13bbd358af35cda98aab2b21750,46.916666666666664,False
01ec2a4bbd03afc194eb2ccd842e50eb6e539d15f2eade7a89b3cbd1920feac7,34.0,False
01eea00423bd3ba47ed47c0f7513c621e306201be7873f368c0966296c3d7ce3,16.0,True
01f266e3faca5453dbb8d541ebb7796b6057247f2cdb15beaacbd86a77f07ca8,86.0,False
01f626663fdc680452cb6d480689c0c59423bfea4a91b0099f5fc5f16670c779,413.25,False
01f97329ebb04432c15d539370bd6fc53e3170946024547df36c5142406b5648,203.0,False
01f9e9ebc56a0fb8625507c6915f2bb8e5b93ea85192d5030138a4ef862c3903,268.0,False
01fb29591c266f05fac40012f393e4860ec832eb66848f3412d56c090c173f7c,233.25,False
01fcd65371bfdaf48741f45b33ea4539e850b2b81552166438822aec25695627,103.6,False
0200733faa3d73a210a735973c8281a656bec903791db2921a01a7c7cce92c5c,447.0,False
02015228e3e50a69e983356dec43cd0ef904745f685abca726180a097dc21baf,74.0,False
02024aa3c107c01c06b7014987566b563d4862603335d045f8f485ba828f27e7,484.5,False
0209951991d90b98fedd783ab8aea8e2cdf86864054b4f15bff710c2ae29a1c6,321.0,False
0209f37c0d67600392eb6ac1d40a85c47338a9b79e6e4e18e711408676d197db,18.285714285714285,True
020b0d0cbd57a345d9344e2b3f5af17b74007ce5984902737272cf2a231694d6,304.0,False
0210aa1293c653c9becfdc1c5068f3b5cc62f960e7c8fe077424ad291e75f1db,324.0,False
021398a7520f5fbd9fc85e110fededf338e8012a8c4d28ebe53f85474c48ec5c,38.0,False
0214e8cee2f4f5b92b0d41a43e207b60b4b0269b3ad7a99375fc1a61c03bc049,209.5,False
021978252ef8eab2838043adf8b5ac54dbdfff940c715856a22aa4940b52e165,29.0,True
021cc7f9fbf5cd1ab32ae9f44e0645fe0697a2cf8bd8332910fb7c06f5ac7b99,303.0,False
0222f96f4e77dd0877580d8112f4d2c151ed43e361c48a5bfbc311f9c47b3fab,8.5,True
0223d2d3a0aa62b8c0dc3b2d7391b24576efee5a26eac7e9f1c5df5adb09e29c,28.5,True
0227d31b810847981098cb6763c05a183e6d15ba9fdfee6db1f7e1eb2a44efd9,53.0,False
02290f36315e4e0d61166aa7b4887cd83e0fa4d77d5197312cd9f5ca25206bab,131.55555555555554,False
0229e7c2228406b69699280e04d603aa4b3504e56153b39201e9bbc4327fdf12,0.0,True
022f1a41523a1517d6f354a763c529606e405c7f204e46208c078674208afbfe,1141.0,False
0231c2ee225daf494f8ae7a16ed5a6371af23e99028993c38b2164c17e5a235a,3.0,True
02332a0c9f04491093fc4e5ec44dbabf35b960793d26e4edbdbe0c3b2c14a6da,4.5,True
02338846fbea713e71d8761102fd163ec612b6e8278bc0f23bdeb93e2e296423,365.5,False
02381ca846609a80ada3131edad96173f700e184d8dcb9193fcf96eff8c51f92,156.0,False
0238254467223088274c2d5b07aa1e6c31d6aea5be000c85778eb294e50ccd98,74.6,False
023ac759e3c862c33f167ebbb8c0dfd9c9fae7acf60351890c1c5ae4e2230a59,754.0,False
023b961387eb61f18b5b75fcfcc7c79603d3540d21b3e176a12638b6d78edfd4,256.0,False
023bea4b4d83e1da290ba004408859f2d2d01db7db73ceb3e944c44078cee666,259.5,False
023caeacb0c5ede4bc66a18fa1f80e37dbb89a626315a9b96a63048ee4a49ba1,126.2,False
0243b4b5d30aeeebcadcb675f86f71f6f7c305b953a6e4f66f87f0db0bc3f1e4,384.0,False
02448a4a4989cfd62491e339d17307eddae352d231b38f9a34fe00a6f34dba00,141.0,False
02483d8ca453259088461705ce1bb7055f4e1aae3843497b482769c3671460ce,124.88888888888889,False
0249ec867fe15ec84ac4d80926a2db73ce15a68fcea7176963f7f36e933921b1,121.0,False
024d458f00f0b4c3200e5611431a839dd4c1109a7c3c845f64f818058c87f6ea,76.0,False
02502192cb0b3a1bb4787758a7842101994252bedf132870d6d2578461635403,977.0,False
